id,delta_p,L,visc,delta_A
0,0.1169596242444636,22.151645284792927,0.1192139671682982,7.1098041889061
1,108.15111094421476,39.206926126006366,0.0825519830965756,1.900713002215065
2,0.0073573401429657,3.169098935688312,0.0012663923057989,4.621244996258175
3,0.2975604462257944,17.7724867538906,0.0231734828329913,3.433983825091478
4,0.0018439237142449,13.915280536939395,0.0331728263368498,10.534309005928714
5,0.0208572589065551,46.30850424255031,0.039381397500791,3.6785166517241934
6,0.0632399027673364,64.88945416090603,0.2092615688378669,3.666121492201471
7,0.7131127233356597,1.05758076396472,0.1362731161143792,5.892100254383852
8,1.615050690717938,22.286395744635826,0.2701595792012942,9.460935864480938
9,5.833866001417175,1.269613694541867,1.1469197890812926,1.696440007788962
10,0.0276141828688472,12.523258066043118,1.78625293283492,9.791879619543936
11,20.73782223790647,3.760672013047292,0.7455766613295628,10.24787983274955
12,74.20166253687664,4.107269489250867,6.638879466825744,7.852445123386672
13,3.4962836587678955e-05,5.080623432480435,0.0011828517880366,12.150583099162684
14,0.0013515231487581,17.48174971172661,0.0060689274068894,4.189606368084182
15,9.378694996733986e-05,4.656932373995545,0.0010721400017185,2.8828832723611617
16,0.5603294420296037,29.20102534113409,0.3889545503367573,3.340584694166177
17,4.294434522769914,6.442505101921563,3.90950880693052,7.3671024272419805
18,0.0010624323424971,1.3699553118004968,0.0094173602965119,6.488052844556869
19,17.537688365086485,36.94193883981395,5.106674528526555,1.572541358176729
20,0.0047009404812784,3.7283497773263874,0.0017420858817889,3.870909667399474
21,0.4772512899781646,7.33725747218665,5.466937478766076,3.0374294407234106
22,0.0116774176203035,23.49025690003837,0.0254970977506206,7.561540756808459
23,0.0011189227794777,4.622876743417462,0.0025449737887285,3.070738865633923
24,0.0074455168902731,1.2976910587225734,0.0877984879737338,10.210415904936816
25,0.2044524826720217,5.595541151365915,0.0106440344348669,4.027725104173033
26,0.0125610116627573,77.42784382317507,0.0137876930986302,5.346373346581981
27,0.0580016531082929,19.207409456110348,0.0169496158501848,6.399205195253617
28,9.262090641153836,22.02714939539321,1.6296847114789952,9.07843811194099
29,0.0026712144531672,18.389262289798797,0.1434316870711885,15.146151932572296
30,0.0201252492923103,2.500254847258149,0.0175885807358873,5.883736481128536
31,0.021840990101827,6.865429759245817,0.2762708941239208,4.176639910798552
32,0.0677156905873458,31.759934400287243,0.732154434070929,6.251717623554795
33,0.417389762756997,1.594945307179085,0.0123167464986274,2.9392880843276075
34,2.3351006487415167,3.5950551095052368,0.0451020628789987,5.059696722648412
35,0.0248383209538481,3.569753408389971,0.0030728713149666,7.5622276690681405
36,0.0011407090953276,7.312028158485188,0.0053039252909966,5.622318257163521
37,0.1873758793007703,91.35608541329172,0.5302386925407305,6.35599680008177
38,0.0108904822644392,1.364599140394272,0.0053180619337081,3.636164128586676
39,0.0686171155615915,10.899384881620966,0.1260821293027585,11.540723620952548
40,0.0066343735094966,2.2841749479169,0.6857803657667793,7.265532202699354
41,0.0202716995741774,87.36814016140085,0.0026761329934029,11.0326098992873
42,0.0003587966435719,1.685027563682168,0.1858869400981585,11.982890775553107
43,0.9737757326908086,6.415078937335927,0.0106230967002641,3.035818481070783
44,2.39763545971486,29.90680160180486,7.107346698112268,9.612010666190322
45,2.230224035255747,25.65126905850225,0.0859374745467742,4.416030745818145
46,0.4255814633621647,7.0057925596989685,1.6748279468858214,4.867310742579848
47,0.1406467775912794,4.932286960384178,0.1588203572640237,6.700339412758826
48,0.0026070947759672,6.240577157489284,0.0014915922954285,5.489833670265059
49,0.0157737934397032,3.377166917615054,0.3408831248661311,4.005342892426091
50,232.56680264416596,2.5743398376903985,6.391655642276441,5.346505711651951
51,3.777325815831319,9.248672371768397,0.2549454588329707,7.868166151973692
52,31.065658993268656,3.444034649598636,1.8912782917023865,12.009865546672808
53,89.61084849823285,3.757710599326456,3.442118784673244,5.478958303677353
54,0.050287584753785,20.583163647913523,0.0081718255677186,8.240818563288888
55,12.39742161078147,86.51166358326972,0.0070498416083844,2.395629168047919
56,0.0310177405000127,16.116636140732165,0.2779226584930005,3.262557740007455
57,0.001121594154655,1.4254727978567907,0.0440670399456474,3.405403090208903
58,0.0039553955430804,1.4163390448583273,2.287943057317362,12.426009318888426
59,9.341352235939022,79.9551498744574,3.981919662051709,6.82103864301349
60,0.0031073113995658,3.931710937091929,0.0259230153615585,11.764987721896134
61,0.0003726908562429,1.528037358034318,0.0088609897849571,4.422456781348216
62,36.93233008614751,15.779352361137496,1.3246527974321136,11.687848227410932
63,0.0118955033683146,17.672482349550993,0.0125667837619779,4.990593323390659
64,0.6916094892958914,19.815710111737967,1.9518986965599536,7.436079250028476
65,0.0955210587358768,3.426131720105325,0.0495396591991972,2.632947960629243
66,0.0015042601860138,1.0720656188985855,0.4679501568332815,12.212228017456232
67,0.6093800969300762,85.11982829940185,0.0024106893837852,5.4459249457028704
68,0.0033274975759674,3.1753097095059584,0.312922865636086,5.9334627063968055
69,11.42941091284201,22.493268950175604,0.0641313991437497,11.185288509074134
70,9.487000617098364,25.897613181229964,0.2220413467002229,7.439499875084643
71,0.0009749944627931,16.596435947718227,0.004699556021099,4.988066583182304
72,0.0039198342917692,4.224883991537525,0.8861249804463225,10.049177765799229
73,33.77317174204252,3.4849175498999942,2.8261051090193634,5.329109978996766
74,0.1422755115962122,15.679657265459577,0.0073613793803577,5.452491349506165
75,0.2935222903967294,53.97482802092737,0.0024146724221282,3.659629113152912
76,0.1374797523396937,78.24695715822855,0.0012432381951316,8.607250600657174
77,0.0036805268283138,1.6285894188774706,0.3697311160925238,3.2356849563145023
78,0.015994219047309,2.0401271017056173,0.2681489769414652,9.288236054141477
79,0.0699296364684854,77.53048800163081,0.1537409820411144,4.955381965871457
80,1.000964329340553,29.72148171587749,0.008468146923166,7.126133326443078
81,0.800557417957476,58.342851266708685,0.036612044674487,8.306377307561023
82,0.0117168454845978,2.542525212795083,0.2387290889916324,10.913197270092844
83,0.0056367802119758,14.968274610971294,0.097066067568776,4.628512890212869
84,4.248509764495719,25.251035289044168,8.935977793528176,9.313521807817724
85,0.0021180923741843,22.920483299653625,0.003513654139451,7.599257706908968
86,7.709535503890994,6.550936379553174,0.6033623633620595,4.248915542189395
87,0.0194048753213899,1.07346968253015,0.0414261976018825,8.13549316472588
88,6.035096088662846,14.65048876097709,0.0516176774786728,4.43422120465562
89,0.2096146286553697,3.207768943310134,0.7419780584302277,8.790878012852772
90,0.0445052791432558,7.95258816039762,0.5884974770225293,3.163869428115808
91,746.1617928826046,82.25494762503581,9.226223582279742,7.249902175592776
92,0.0312225474743839,6.28160516889975,0.0032627001117104,7.249693615665824
93,0.1499015471900925,47.81929987851796,0.0026087868551829,1.4633374448539271
94,2.206956832431935,2.3827649961440063,0.7895056976009623,10.339781498386518
95,0.9853742848796148,22.12692154821386,0.2058484816788599,4.365659151058916
96,0.2661269104494899,89.95263896380946,0.0124923075093908,5.205939305720972
97,0.0002016952691786,1.5987707781087526,0.0020781527964669,8.45146581814384
98,4.551739105636997e-06,1.0390582248813909,0.0022010656610055,6.349975189020216
99,0.1343698805390316,7.364878477578845,3.773666345005461,5.587182544129288
100,5.610821995430872e-05,1.531972488119947,0.0058542235020859,2.135062127244252
101,0.2602018452186229,31.388365374888878,0.0196555974194188,8.328872633615887
102,0.019340850740322,67.4679209946715,0.0080653943915376,5.089455103025743
103,0.0394437246511016,7.3797550249626465,0.0263017849974554,5.325152077153056
104,0.026118290902588,3.2917230175303067,0.0018953759732432,10.196234058474488
